American Heritage RS,vs,Flintridge VZ,Sunvite 2022,Quarters,https://youtu.be/VzJx1yMWifw,Legalize all drugs
Brentwood HM,vs,Ransom RT,Sunvite 2022,Quarters,https://youtu.be/I9dd_bS-05s,Legalize all drugs
Milton DH,vs,College Prep HP,Sunvite 2022,Octos,https://youtu.be/Lk7BophQ2n8,Legalize all drugs
Chantilly KN,vs,Ransom GM,Sunvite 2022,Octos,https://youtu.be/vTLuF-rX_sM,Legalize all drugs
Norman North SG,vs,Ransom GR,Sunvite 2022,Octos,https://youtu.be/HYxa0b6wTWE,Legalize all drugs
Thomas Jefferson HSST ZL,vs,Flintridge VZ,Sunvite 2022,Octos,https://youtu.be/6h9VudjQWck,Legalize all drugs
Ransom RT,vs,North Broward MS,Sunvite 2022,Octos,https://youtu.be/UYdxP4f73-Y,Legalize all drugs
American Heritage RS,vs,Brentwood GS,Sunvite 2022,Dubs,https://youtu.be/nJgv2RFPv2k,Legalize all drugs
College Prep HP,vs,Westwood RD,Sunvite 2022,Dubs,https://www.youtube.com/watch?v=aSk4pcwJkyE,Legalize all drugs
Durham PH,vs,St Thomas Aquinas AC,Sunvite 2022,Dubs,https://youtu.be/aP6j1eNNqbc,Legalize all drugs
Quarry Lane GN,vs,Flintridge VZ,Sunvite 2022,Dubs,https://youtu.be/AmvaVKhj7ys,Legalize all drugs
Lake Highland HK,vs,Blake GZ,Sunvite 2022,Trips,https://youtu.be/DwB6W4hMHMI,Legalize all drugs
Quarry Lane GN,vs,American Heritage AW,Sunvite 2022,Trips,https://youtu.be/yI2ff0illtc,Legalize all drugs
Norman North SG,vs,Western KP,Sunvite 2022,Trips,https://youtu.be/5N5kQ889KwQ,Legalize all drugs
,,,,,,
Milton MS,vs,Durham CV,Sunvite 2022,JV Semis,https://youtu.be/SaPNyVExEUg,Legalize all drugs
Durham HT,vs,Miami Beach AM,Sunvite 2022,JV Semis,https://youtu.be/9m6r8762uy0,Legalize all drugs
Durham CV,vs,American Heritage Palm Beach ME,Sunvite 2022,JV Quarters,https://youtu.be/4FvIUku6jg0,Legalize all drugs
Lake Mary LM,vs,Durham HT,Sunvite 2022,JV Quarters,https://youtu.be/X6PIE11z-E4,Legalize all drugs
Durham MW,vs,Lake Mary LM,Sunvite 2022,JV Octos,https://youtu.be/b3-GXB6IZzA,Legalize all drugs
Coral Springs FS,vs,American Heritage Palm Beach ME,Sunvite 2022,JV Octos,https://youtu.be/a8HXXztAKis,Legalize all drugs
,,,,,,
DebateUS BS,vs,DebateUS MP,DebateUS! Demo,Demo,https://www.youtube.com/watch?v=2-BxYS77VC4,Legalize all drugs
,,,,,,
DebateUS BP,vs,DebateUS MP,DebateUS! Demo,Demo,https://www.youtube.com/watch?v=af9aonB6m2o,Cryptocurrency regulation
,,,,,,
Marist CK,vs,Marist EL,GFCA Demo,Demo,https://www.youtube.com/watch?v=u3o5RruFCR4&feature=youtu.be,NATO Baltic Commitments
,,,,,,
DebateUS WS,vs,DebateUS BP,DebateUS! Demo,Demo,https://www.youtube.com/watch?v=n7GVIhTCJU8,NATO Baltic Commitments
DebateUS MS,vs,DebateUS MP,DebateUS! Demo,Demo,https://www.youtube.com/watch?v=A6f3ipDdRF0,NATO Baltic Commitments
,,,,,,
Dougherty Valley SS,vs,Exeter TJ,NSDA nats 2021,R16,https://youtu.be/xXU_SPm0bKc,Social Media - Democracy
All Saints CP,vs,Richard Montgomery GL,NSDA nats 2021,R16,https://www.youtube.com/watch?v=WdxZaveuCHA,Social Media - Democracy
Carmel CT,vs,Richard Montgomery GL,NSDA nats 2021,R15,https://www.youtube.com/watch?v=0y71IW9oir4&t=3389s,Social Media - Democracy
Ardrey Kell RS,vs,All Saints CP,NSDA nats 2021,R15,https://www.youtube.com/watch?v=V6nwN_yiBdg&t=2542s,Social Media - Democracy
,,,,,,
"NCFL 2021 videos were made private :( (see here, here, and here)",,,,,,
,,,,,,
Walt Whitman DP,vs,Edgemont MM,Nova Debate June Demo,Demo,https://www.youtube.com/watch?v=Ucrzjli6ILE&feature=youtu.be,Social Media - Democracy
,,,,,,
BC Academy PY,vs,VDA LW,STOC International 2021,Finals,https://www.youtube.com/watch?v=vIzytsmhaqw,IMF
VDA MS,vs,BC Academy PY,STOC International 2021,Semis,https://r.search.yahoo.com/_ylt=AwrC5pYDfKpg4TwAuIY0nIlQ;_ylu=c2VjA3NyBHNsawN2aWQEdnRpZAMEZ3BvcwMxOQ--/RV=2/RE=1621814403/RO=11/RU=https%3a%2f%2fwww.youtube.com%2fwatch%3fv%3dTqz9CQNj-bw/RK=2/RS=zpd6BkXhExTIE79HJ8oDvUPezto-,IMF
BC Academy PY,vs,Ashton AS,STOC International 2021,Quarters,https://www.youtube.com/watch?v=QZR83-ZjKfE,IMF
VDA MS,vs,NSDA China ZZ,STOC International 2021,Quarters,https://www.youtube.com/watch?v=TlN6X9ORUcI,IMF
,,,,,,
Dougherty Valley SS,vs,BASIS Peoria SS,Silver TOC 2021,Finals,https://www.youtube.com/watch?v=OPsrzJMV8j8,IMF
Carmel Valley GZ,vs,BASIS Peoria SS,Silver TOC 2021,Semis,https://youtu.be/tAJvGO2foy8,IMF
Dougherty Valley SS,vs,Riverdale County GM,Silver TOC 2021,Semis,https://r.search.yahoo.com/_ylt=AwrC5pYDfKpg4TwAuYY0nIlQ;_ylu=c2VjA3NyBHNsawN2aWQEdnRpZAMEZ3BvcwMyMA--/RV=2/RE=1621814403/RO=11/RU=https%3a%2f%2fwww.youtube.com%2fwatch%3fv%3d-EQWaZHVfRk/RK=2/RS=mj2ij1gGTCdHu0T5iCxGd9CRaF8-,IMF
Brooklyn Tech CQ,vs,Dougherty Valley SS,Silver TOC 2021,Quarters,https://www.youtube.com/watch?v=8AnxiAkBfmM,IMF
Carmel Valley GZ,vs,Millburn WH,Silver TOC 2021,Quarters,https://youtu.be/T6VnTSGabQw,IMF
Hawken LB,vs,Riverdale County GM,Silver TOC 2021,Quarters,https://youtu.be/K46Rr10UhjY,IMF
BASIS Peoria SS,vs,College Prep BP,Silver TOC 2021,Quarters,https://www.youtube.com/watch?v=z4cTwpln63I,IMF
Westlake SY,vs,BASIS Peoria SS,Silver TOC 2021,Octos,https://youtu.be/ILSz0bIT0C0,IMF
Mountain View DZ,vs,Brooklyn Technical CQ,Silver TOC 2021,Octos,https://www.youtube.com/watch?v=NlXb6Hw6a5A,IMF
Westborough JV,vs,College Prep BP,Silver TOC 2021,Octos,https://www.youtube.com/watch?v=cKkSxuI3yiY,IMF
Bergen County NN,vs,Millburn WH,Silver TOC 2021,Octos,https://www.youtube.com/watch?v=3nYU2w_OKIo,IMF
Dougherty Valley SS,vs,Carmel CT,Silver TOC 2021,Octos,https://www.youtube.com/watch?v=EwQ3qSNsaV4,IMF
Trinity CN,vs,Carmel Valley GZ,Silver TOC 2021,Octos,https://www.youtube.com/watch?v=NcOvgh7RJQU,IMF
Westlake SY,vs,BASIS Peoria SS,Silver TOC 2021,Octos,https://www.youtube.com/watch?v=KhUPjC5aAQA,IMF
Gunn JC,vs,Hawken LB,Silver TOC 2021,Octos,https://www.youtube.com/watch?v=-S6a7zB0pz4,IMF
Evergreen Valley SG,vs,Millburn WH,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=2qj4Rej2P_A,IMF
Evergreen Valley PR,vs,Hawken LB,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=g82ZN4ailG0,IMF
Carmel CT,vs,Richard Montgomery LW,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=_nngE_CcAx0,IMF
Scarsdale DK,vs,College Prep BP,Silver TOC 2021,Doubles,https://youtu.be/Q9BjIezIabg,IMF
Mountain View DZ,vs,Sidwell CZ,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=GqjBeoCRxeU,IMF
College Prep SW,vs,Ransom Everglades RT,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=IGInRCk0344,IMF
LC Anderson FY,vs,Lake Highland GK,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=IYewotdMj7U,IMF
Carmel Valley GZ,vs,Nueva AR,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=YdX0treZoms,IMF
Westlake SY,vs,LC Anderson FY,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=0x8nLsODGsA,IMF
Trinity AB,vs,Riverdale County GM,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=mFwuTYWYex0,IMF
Trinity CN,vs,Lake Highland CP,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=u5nsn9r_tHE,IMF
Evergreen Valley PS,vs,Bergen County NN,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=7E962TBSr_c,IMF
Dougherty Valley SS,vs,Cupertino AB,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=L1av3-tAMJY,IMF
Milton CH,vs,Brooklyn Technical CQ,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=dju0S28tmUw,IMF
JR Masterman EK,vs,Westborough JV,Silver TOC 2021,Doubles,https://www.youtube.com/watch?v=FKmWoh3e2gA,IMF
Quarry Lane PS,vs,Brooklyn Technical CQ,Silver TOC 2021,Runoff,https://youtu.be/Yf8sHNR5IVQ,IMF
Carmel Valley DZ,vs,Millburn WH,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=QTMQRJBoynM,IMF
Carmel Valley GZ,vs,Hawken BT,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=El2BO4PFf-A,IMF
Dougherty Valley SS,vs,Glen Rock OS,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=rr7hF2BygUI,IMF
Mountain View DZ,vs,Milton CY,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=k_YEPyEDuJo,IMF
Winston Churchill MZ,vs,Bergen County NN,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=NMnx5uLIQuw,IMF
Walt Whitman SS,vs,Mira Loma CJ,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=9xFDt6rPSjY,IMF
Del Norte BS,vs,Delbarton BS,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=dNvQMg2JKBo,IMF
Folsom JP,vs,Richard Montgomery LW,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=xXVlTJOV1ao,IMF
El Camino DL,vs,Hawken LB,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=BizTInZWSF4,IMF
Acton Boxborough EF,vs,College Prep BP,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=4j3yh0VHW4o,IMF
College Prep SW,vs,Byram Hills HW,Silver TOC 2021,Runoff,https://www.youtube.com/watch?v=z0PFNAuJPaU,IMF
Hunter KL,vs,Cupertino AB,Silver TOC 2021,R7,https://youtu.be/7zgTywAC_UM,IMF
Evergreen Valley SG,vs,Trinity AB,Silver TOC 2021,R4,https://youtu.be/J_VDi1gIBt8,IMF
Westlake SY,vs,Milton CH,Silver TOC 2021,R3,https://youtu.be/sfO5kj3sEZo,IMF
Gunn JC,vs,National Cathedral AB,Silver TOC 2021,R2,https://youtu.be/CFsp1B3P-k0,IMF
,,,,,,
University MN,vs,Dalton YS,Gold TOC 2021,Finals,https://youtu.be/SzZ72m8NemU,IMF
University MN,vs,Newton South DD,Gold TOC 2021,Semis,http://www.youtube.com/watch?v=jh2ev0V4Vrg,IMF
Blake EW,vs,Dalton YS,Gold TOC 2021,Semis,http://www.youtube.com/watch?v=kM2UelzLAPc,IMF
Blake EW,vs,College Prep HO,Gold TOC 2021,Quarters,https://www.youtube.com/watch?v=560TV6HbL0I,IMF
Dalton YS,vs,Dougherty Valley PR,Gold TOC 2021,Quarters,https://www.youtube.com/watch?v=1IDyaT_Dsyo,IMF
NSU FR,vs,Newton South DD,Gold TOC 2021,Quarters,http://www.youtube.com/watch?v=wsOJtZVK93k,IMF
Bethesda Chevy Chase GT,vs,University MN,Gold TOC 2021,Quarters,http://www.youtube.com/watch?v=jaGo9WvtrOE,IMF
Blacksburg FK,vs,Dougherty Valley PR,Gold TOC 2021,Octos,http://www.youtube.com/watch?v=bek1oszdm5U,IMF
Brentwood KM,vs,NSU FR,Gold TOC 2021,Octos,https://www.youtube.com/watch?v=R6rgrsccdrM,IMF
Bethesda Chevy Chase GT,vs,Walt Whitman DS,Gold TOC 2021,Octos,https://www.youtube.com/watch?v=8UxgvDzjBJo,IMF
Newton South DD,vs,Foothill AS,Gold TOC 2021,Octos,https://www.youtube.com/watch?v=QU9-rVBUfyg,IMF
Blake EW,vs,Southlake Caroll RS,Gold TOC 2021,Octos,https://www.youtube.com/watch?v=0MeEPjlVO5w,IMF
University MN,vs,Marist VL,Gold TOC 2021,Octos,https://www.youtube.com/watch?v=xfeJSk8IrI8,IMF
College Prep HO,vs,Blake OP,Gold TOC 2021,Octos,https://www.youtube.com/watch?v=FYz64A57sVQ,IMF
Dalton YS,vs,College Prep BB,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=DgyHZuHr6Zg,IMF
University YP,vs,Lynbrook RG,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=BEcgI_BqZZE,IMF
Coppell BC,vs,Marist VL,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=6vjLUteqIZs,IMF
BergenTech GK,vs,College Prep HO,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=W4y71XkJm1E,IMF
NSU FR,vs,Park City GW,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=k-5cZ0RVjnQ,IMF
Carmel Valley LM,vs,Newton South DD,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=6_5go_R35rY,IMF
Hawken MW,vs,Blacksburg FK,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=JBOUbVD2_UM,IMF
Southlake Carroll RS,vs,Edgemont MM,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=HroBvYgtKCI,IMF
Brentwood KM,vs,Blake EX,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=bWZUzp4zP-U,IMF
Fairmont Prep AG,vs,University MN,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=jXZ3huAlYDQ,IMF
Chaska OV,vs,Walt Whitman DS,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=akIVbblVS64,IMF
College Prep BB,vs,Dalton YS,Gold TOC 2021,Runoff,https://www.youtube.com/watch?v=DgyHZuHr6Zg,IMF
College Prep BB,vs,Blake EW,Gold TOC 2021,R7,http://www.youtube.com/watch?v=D7BWQ1QxTTg,IMF
Carmel Valley LM,vs,Foothill AS,Gold TOC 2021,R6,http://www.youtube.com/watch?v=9LPROXFRdfk,IMF
Blake PR,vs,Lakeville South GN,Gold TOC 2021,R5,http://www.youtube.com/watch?v=f3QmLU8W9I4,IMF
Strake Jesuit AD,vs,Dougherty Valley PR,Gold TOC 2021,R4,http://www.youtube.com/watch?v=AZTQIw4YpbY,IMF
Brentwood KM,vs,Bethesda Chevy Chase GT,Gold TOC 2021,R2,https://www.google.com/url?q=https://www.youtube.com/watch?v%3DXwMcJJQy5g8&sa=D&source=editors&ust=1621741676719000&usg=AFQjCNGLKijetPymffetOxv0iI17604SIg,IMF
BASIS Silicon Valley AV,vs,Chelmsford ML,Gold TOC 2021,R2,https://www.google.com/url?q=https://www.youtube.com/watch?v%3D8NITQzcpKA8&sa=D&source=editors&ust=1621741676718000&usg=AFQjCNHrnvyy1wwpg4U2hmzXwsbtYoY45w,IMF
NSDA China LL,vs,Marist VL,Gold TOC 2021,R1,https://www.google.com/url?q=https://www.youtube.com/watch?v%3DG2iTOWi4yK0&sa=D&source=editors&ust=1621741676718000&usg=AFQjCNHI8F2DK5kLzGK0YJaiD7S7Nbyslw,IMF
,,,,,,
Dalton / Princeton SJ,vs,Flanagan / Columbia DB,Magnolia Debate Demo 2021,Demo,https://www.youtube.com/watch?v=NtvoT5iZKHo,IMF
,,,,,,
Georgetown / Stanford OK,vs,Mission / Strake CA,Platinum Demo 2021,Demo,https://www.youtube.com/watch?v=r1gGhrnGnd4,IMF
,,,,,,
DebateUS! SP,vs,DebateUS! ST,DebatteUS! April Demo 2021,Demo,https://www.youtube.com/watch?v=DIYr7BatxoU,IMF
,,,,,,
DebateUS! BS,vs,DebateUS! MP,DebateUS! March Demo 2021,Demo,https://www.youtube.com/watch?v=r1GqOt--zIk,Space Force
,,,,,,
Mont Blair / Charlotte Latin JS,vs,Hawken / Bellaire MR,Integrum Debate Demo 2021,Demo,https://www.youtube.com/watch?v=8JavkZKtAjc,West Africa Urbanization
,,,,,,
DebateUS! MP,vs,DebateUS! NS,DebateUS! Feb Demo 2021,Demo,https://www.youtube.com/watch?v=hYzyXpgw70Q,West Africa Urbanization
,,,,,,
Dalton YS,vs,Bethesda Chevy Chase GT,Emory 2021,Finals,https://www.youtube.com/watch?v=dK1mo-mMFWY,NSA Surveillance
,,,,,,
Charlotte Latin IS,vs,Durham WS,Sunvite 2021,Semis,http://www.youtube.com/watch?v=Av_EIF6ffUw,NSA Surveillance
Charlotte Latin IS,vs,Mountain Brook AB,Sunvite 2021,Quarters,https://youtu.be/5YGY-ix75hc,NSA Surveillance
Durham WS,vs,American Heritage Broward SR,Sunvite 2021,Quarters,http://www.youtube.com/watch?v=FWNqwSV_XTM,NSA Surveillance
Richard Montgomery GL,vs,Hackley YK,Sunvite 2021,Octos,http://www.youtube.com/watch?v=Hv3VzNTgrYo,NSA Surveillance
University CT,vs,Mountain Brook AB,Sunvite 2021,Octos,https://youtu.be/3kcb7zllLFY,NSA Surveillance
Montville BL,vs,Hawken MW,Sunvite 2021,Octos,https://youtu.be/CKmYYVFPhgU,NSA Surveillance
University YP,vs,American Heritage Broward SR,Sunvite 2021,Octos,http://www.youtube.com/watch?v=zKokrYJhRo4,NSA Surveillance
Quarry Lane GN,vs,Hackley YK,Sunvite 2021,Dubs,http://www.youtube.com/watch?v=yHIL9mESiVQ,NSA Surveillance
Bethesda Chevy Chase GT,vs,Montville BL,Sunvite 2021,Dubs,https://youtu.be/ZeXqqjnrVYM,NSA Surveillance
Charlotte Latin IS,vs,Bellaire RS,Sunvite 2021,Dubs,http://www.youtube.com/watch?v=xkI5rS1MQt8,NSA Surveillance
Montville BL,vs,Durham BK,Sunvite 2021,Trips,https://www.youtube.com/watch?v=Ve-q5zAjWRI,NSA Surveillance
Exeter CU,vs,Bellaire MM,Sunvite 2021,Trips,http://www.youtube.com/watch?v=rvHjNQ-f-Wk,NSA Surveillance
North Broward Prep AB,vs,Acton-Boxborough EF,Sunvite 2021,Trips,https://youtu.be/gK2Qkbajbcc,NSA Surveillance
Ridgewood Independent PW,vs,Durham WS,Sunvite 2021,Trips,http://www.youtube.com/watch?v=qvCqtmdU0bo,NSA Surveillance
Blake HS,vs,St Thomas Aquinas AC,Sunvite 2021,R6,https://www.youtube.com/watch?v=MF-2M0dtB1o,NSA Surveillance
Marist VL,vs,Bronx Science DG,Sunvite 2021,R6,http://www.youtube.com/watch?v=KSQkbOIOFn4,NSA Surveillance
Durham WS,vs,University CT,Sunvite 2021,R6,https://youtu.be/3frSFGTRng8,NSA Surveillance
Blake ST,vs,Mountain Brook CD,Sunvite 2021,R6,http://www.youtube.com/watch?v=ovKmizaPLQY,NSA Surveillance
Bethesda Chevy Chase GT,vs,University YP,Sunvite 2021,R5,https://www.youtube.com/watch?v=wqjGGOM7Udk,NSA Surveillance
Marist VL,vs,Charlotte Latin IS,Sunvite 2021,R5,http://www.youtube.com/watch?v=bXFSmT9-74U,NSA Surveillance
North Broward Prep SM,vs,University MN,Sunvite 2021,R5,https://youtu.be/gRIVHlXFGc8,NSA Surveillance
Bellaire MM,vs,Hawken MW,Sunvite 2021,R5,http://www.youtube.com/watch?v=6isPXLleQog,NSA Surveillance
Lake Highland Prep HK,vs,St Thomas Aquinas AC,Sunvite 2021,R4,https://www.youtube.com/watch?v=oKKAqWC9m6Q,NSA Surveillance
Cardinal Gibbons MC,vs,Acton-Boxborough LM,Sunvite 2021,R4,http://www.youtube.com/watch?v=LMmR1dkVU_8,NSA Surveillance
Lake Highland Prep CP,vs,Ransom Everglades FK,Sunvite 2021,R4,https://youtu.be/eHwYjX3AOAU,NSA Surveillance
Bellaire RS,vs,Charles W. Flanagan DG,Sunvite 2021,R4,https://www.youtube.com/watch?v=4UcDZKOmu9c,NSA Surveillance
Bellaire RS,vs,American Heritage Broward KZ,Sunvite 2021,R3,http://www.youtube.com/watch?v=d_gtmIaq6yc,NSA Surveillance
Hawken TC,vs,University CT,Sunvite 2021,R3,https://youtu.be/EqUHK1HNKFY,NSA Surveillance
Charles W. Flanagan DG,vs,American Heritage Broward FD,Sunvite 2021,R3,http://www.youtube.com/watch?v=OojVUiYfA4M,NSA Surveillance
Marist VL,vs,Mountain Brook CD,Sunvite 2021,R2,https://youtu.be/FJ8zJc1T-54,NSA Surveillance
Bronx Science NO,vs,Dougherty Valley PG,Sunvite 2021,R2,https://www.youtube.com/watch?v=XbW3LYFHkbc,NSA Surveillance
Dublin CK,vs,University YP,Sunvite 2021,R2,http://www.youtube.com/watch?v=4VkslY0nFAM,NSA Surveillance
Lake Highland Prep NA,vs,Mountain Brook AB,Sunvite 2021,R2,https://youtu.be/8DNqPbGfvcI,NSA Surveillance
Bethesda Chevy Chase GT,vs,Hackley YK,Sunvite 2021,R2,http://www.youtube.com/watch?v=XV7PmubRtsI,NSA Surveillance
Taipei American SY,vs,Campbell Hall GT,Sunvite 2021,R2,https://www.youtube.com/watch?v=d3ZmtGjNFN8,NSA Surveillance
Sequoyah BR,vs,Cardinal Gibbons MC,Sunvite 2021,R1,https://www.youtube.com/watch?v=AcSoCqyDr9Q,NSA Surveillance
Lake Highland Prep CP,vs,American Heritage Broward SR,Sunvite 2021,R1,http://www.youtube.com/watch?v=uPBSSAfsR4w,NSA Surveillance
Hawken MW,vs,Bronx Science KN,Sunvite 2021,R1,https://www.youtube.com/watch?v=r9BlvmI4VGQ,NSA Surveillance
,,,,,,
Bethesda Chevy Chase GT,vs,Marist OW,Ivy Street RR 2021,Semis,https://www.youtube.com/watch?v=ph7JAyILFE8,NSA Surveillance
Richard Montgomery GL,vs,Ardrey Kell RS,Ivy Street RR 2021,R7,https://www.youtube.com/watch?v=ppD8W1uZy1Q,NSA Surveillance
Marist OW,vs,Richard Montgomery GL,Ivy Street RR 2021,R6,https://www.youtube.com/watch?v=T0TtAWqiskw,NSA Surveillance
Walt Whitman DP,vs,Bethesda Chevy Chase GT,Ivy Street RR 2021,R5,https://www.youtube.com/watch?v=Ah-Pv-shhR0&t=3s,NSA Surveillance
Lakeville South GN,vs,Richard Montgomery GL,Ivy Street RR 2021,R4,https://www.youtube.com/watch?v=aPz68drC-sU,NSA Surveillance
Marist VL,vs,Seven Lakes SZ,Ivy Street RR 2021,R4,https://www.youtube.com/watch?v=0xDfbWqF2Ls,NSA Surveillance
Ardrey Kell RS,vs,Marist OW,Ivy Street RR 2021,R4,https://www.youtube.com/watch?v=d8i-hxKEpjU,NSA Surveillance
Marist OW,vs,Lakeville South GN,Ivy Street RR 2021,R1,https://www.youtube.com/watch?v=ORk0Tw89PYU,NSA Surveillance
,,,,,,
Marist WO,vs,Blake OP,Blake RR 2020,Finals,https://youtu.be/Lj4E83Z0P-o,NSA Surveillance
NSU FR,vs,Blake OP,Blake RR 2020,Semis,https://youtu.be/XZwC1ALbKSI,NSA Surveillance
Marist WO,vs,Richard Montgomery LG,Blake RR 2020,Semis,https://youtu.be/ep-k8B_18cA,NSA Surveillance
La Salle CH,vs,Blake OP,Blake RR 2020,R5,https://youtu.be/0-4L-0CsFd0,NSA Surveillance
Carmel CT,vs,Bronx Science AE,Blake RR 2020,R5,https://youtu.be/6Lbwisyq1mM,NSA Surveillance
NSU FR,vs,Marist WO,Blake RR 2020,R5,https://youtu.be/QzQ8kA7Zqcw,NSA Surveillance
Richard Montgomery LG,vs,Blake OP,Blake RR 2020,R4,https://youtu.be/l76kb3lFDY8,NSA Surveillance
Taipei American SW,vs,Walt Whitman DP,Blake RR 2020,R4,https://youtu.be/sxpIwxQcsbg,NSA Surveillance
Mountain Brook BA,vs,La Salle CH,Blake RR 2020,R4,https://youtu.be/Wv5T0LaICGY,NSA Surveillance
NSU FR,vs,Charlotte Latin IS,Blake RR 2020,R4,https://youtu.be/-NjEK79leMw,NSA Surveillance
Marist WO,vs,Bronx Science AE,Blake RR 2020,R4,https://youtu.be/t5gXyxVtncs,NSA Surveillance
Taipei American SW,vs,Blake OP,Blake RR 2020,R3,https://youtu.be/wbCSrIUjSi8,NSA Surveillance
Mountain Brook BA,vs,Richard Montgomery LG,Blake RR 2020,R3,https://youtu.be/BTiAtGhqFWI,NSA Surveillance
La Salle CH,vs,Walt Whitman DP,Blake RR 2020,R3,https://youtu.be/-ZqcGEBQC5Y,NSA Surveillance
Marist WO,vs,Charlotte Latin IS,Blake RR 2020,R3,https://youtu.be/GyJWB1SwyLU,NSA Surveillance
NSU FR,vs,Carmel CT,Blake RR 2020,R3,https://youtu.be/OUI3cCNIk8w,NSA Surveillance
Walt Whitman DP,vs,Richard Montgomery LG,Blake RR 2020,R2,https://youtu.be/f7_q-JhkQx8,NSA Surveillance
Mountain Brook BA,vs,Blake OP,Blake RR 2020,R2,https://youtu.be/QnjzjKEjhfM,NSA Surveillance
Taipei American SW,vs,La Salle CH,Blake RR 2020,R2,https://youtu.be/4bGzyvQz1lw,NSA Surveillance
NSU FR,vs,Bronx Science AE,Blake RR 2020,R2,https://youtu.be/Zpha7HVfyfo,NSA Surveillance
Carmel CT,vs,Charlotte Latin IS,Blake RR 2020,R2,https://youtu.be/KQsJWDWwMkc,NSA Surveillance
Walt Whitman DP,vs,Blake OP,Blake RR 2020,R1,https://youtu.be/00c3Rrnq62Y,NSA Surveillance
La Salle CH,vs,Richard Montgomery LG,Blake RR 2020,R1,https://youtu.be/Olo5ouDMttM,NSA Surveillance
Mountain Brook BA,vs,Taipei American SW,Blake RR 2020,R1,https://youtu.be/sGUKGuRw2_c,NSA Surveillance
Bronx Science AE,vs,Charlotte Latin IS,Blake RR 2020,R1,https://youtu.be/c2V-Anx91Zg,NSA Surveillance
Carmel CT,vs,Marist WO,Blake RR 2020,R1,https://youtu.be/PSWZWaqtszQ,NSA Surveillance
,,,,,,NSA Surveillance
Walt Whitman ML,vs,Bethesda Chevy Chase GT,Blake 2020,Quarters,https://youtu.be/NJELNKyXSgw,NSA Surveillance
Walt Whitman ML,vs,Mountain Brook CD,Blake 2020,Octos,https://youtu.be/_zvzWB8R694,NSA Surveillance
Chaska OV,vs,Blake EW,Blake 2020,Octos,https://youtu.be/6vLKlqXxTVQ,NSA Surveillance
Del Norte BP,vs,Walt Whitman DP,Blake 2020,Octos,https://youtu.be/X1e_tdiwgyg,NSA Surveillance
Mountain Brook AB,vs,Walt Whitman ML,Blake 2020,Dubs,https://youtu.be/rLTfRTJZGUE,NSA Surveillance
Newton South AT,vs,NSU FR,Blake 2020,Dubs,https://youtu.be/ocRbK3E9E1k,NSA Surveillance
NSU AG,vs,Walt Whitman DP,Blake 2020,Dubs,https://youtu.be/dF0AzLg3IZw,NSA Surveillance
Marist VL,vs,Lynbrook CS,Blake 2020,Trips,https://youtu.be/CTqV0HfD6G4,NSA Surveillance
Mountain Brook SB,vs,Del Norte BP,Blake 2020,Trips,https://youtu.be/Zvah5-eCBL8,NSA Surveillance
Coppell BC,vs,NSU FR,Blake 2020,R6,https://www.youtube.com/watch?v=MpOGqvBaVDc,NSA Surveillance
Marist WO,vs,Lynbrook CS,Blake 2020,R6,https://youtu.be/QXh3TxxWL5M,NSA Surveillance
Newton South DD,vs,NSU AG,Blake 2020,R6,https://youtu.be/tQVlzfXvr_w,NSA Surveillance
