Del Norte BP,vs,Lakeville GN,Blake 2020,R6,https://youtu.be/zn8YZvktLNY,NSA Surveillance
Walt Whitman ML,vs,Chaska OV,Blake 2020,R5,https://www.youtube.com/watch?v=MCSFDb55KFs,NSA Surveillance
Lincoln East KL,vs,Edina SJ,Blake 2020,R5,https://youtu.be/emEJ_QCppMs,NSA Surveillance
Del Norte BP,vs,Seven Lakes LW,Blake 2020,R5,https://youtu.be/UmWjUXfId_o,NSA Surveillance
Marist VL,vs,Lynbrook JB,Blake 2020,R4,https://youtu.be/kdfcSInTuB8,NSA Surveillance
Middleton JL,vs,BASIS Peoria SS,Blake 2020,R4,https://youtu.be/KJLIbKvB-yU,NSA Surveillance
Lynbrook CS,vs,Blake EW,Blake 2020,R4,https://youtu.be/Hvz4tOVSnYo,NSA Surveillance
NSU AG,vs,Coppell BC,Blake 2020,R4,https://youtu.be/u5WuBIno_AI,NSA Surveillance
Marist VL,vs,Mountain Brook CD,Blake 2020,R3,https://youtu.be/ApvRzyvCaeU,NSA Surveillance
Walt Whitman SD,vs,Charlotte Latin IS,Blake 2020,R3,https://youtu.be/9HKTBlnCG8w,NSA Surveillance
Brentwood RN,vs,Lynbrook RG,Blake 2020,R2,https://youtu.be/9L0RWQK0Qh4,NSA Surveillance
Newton South AT,vs,Bethesda Chevy Chase GT,Blake 2020,R2,https://youtu.be/U4zz-Y2BQU0,NSA Surveillance
Charlotte Latin IS,vs,Walt Whitman SD,Blake 2020,R2,https://youtu.be/9HKTBlnCG8w,NSA Surveillance
BergenTech GK,vs,Brookfield East CS,Blake 2020,R1,https://youtu.be/POlUm8RAKzA,NSA Surveillance
Lambert BZ,vs,Aberdeen Central VW,Blake 2020,R1,https://youtu.be/0LMKJ-aU2VA,NSA Surveillance
,,,,,,
Bethesda Chevy Chase GT,vs,Lakeville South GN,Strake RR,Finals,https://www.youtube.com/watch?v=Q_bye8gKiRM,NSA Surveillance
Seven Lakes LW,vs,University MN,Strake RR,R3,https://www.youtube.com/watch?v=VC7gClUU9S4&t=1079s,NSA Surveillance
,,,,,,
DebateUS! MP,vs,DebateUS! SS,DebateUS! Jan Demo 2021,Demo,https://www.youtube.com/watch?v=_2k-2-Gmuww,NSA Surveillance
,,,,,,
DebateUS! SB,vs,DebateUS! NP,DebateUS! NovDec 2021,Demo,https://www.youtube.com/watch?v=Q-Lo1qYwMwM,Nuclear No First Use
,,,,,,
Ardrey Kell RS,vs,A&M Consolidated DS,Blue Key RR 2020,Finals,https://www.youtube.com/watch?v=DIVa-r7nFSQ,Medicare for All
,,,,,,
Bethesda Chevy Chase GT,vs,Leland TW,Nano Nagle 2020,Quarters,https://www.youtube.com/watch?v=VQC6KvbtW-A,Medicare for All
,,,,,,
Lakeville South GN,vs,University YP,Yale 2020,Semis,https://www.youtube.com/watch?v=FljXc9fU8KI&t=88s,Medicare for All
Charlotte Latin IS,vs,NSU AG,Yale 2020,Quarters,https://www.youtube.com/watch?v=1Zcz-qbS2GU&t=196s,Medicare for All
Edina MZ,vs,Lakeville South GN,Yale 2020,Octos,https://www.youtube.com/watch?v=DOaEMhxFHLg,Medicare for All
Newton South DD,vs,NSU FR,Yale 2020,Dubs,https://www.youtube.com/watch?v=kUCQSZ2JYCw&t=260s,Medicare for All
,,,,,,
Blake DH,vs,Park City GW,NDF 2020,Finals,https://www.youtube.com/watch?v=SyP-G8AcQx8&t=76s,Medicare for All
Blake OP,vs,Richard Montgomery GL,NDF 2020,Semis (?),https://www.youtube.com/watch?v=tGfzSYW5PnY,Medicare for All
Blake SH,vs,Richard Montgomery SW,NDF 2020,Octos,https://www.youtube.com/watch?v=pw4HjLyAIHc&t=1570s,Medicare for All
Strake Jesuit GW,vs,Marist VL,NDF 2020,Octos,https://www.youtube.com/watch?v=qMdqKe3xiBQ&t=2125s,Medicare for All
Richard Montgomery SX,vs,Blake DH,NDF 2020,Octos,https://www.youtube.com/watch?v=O9zNrGHc_ig&t=1797s,Medicare for All
Mountain Brook AB,vs,Hawken MW,NDF 2020,Dubs,https://www.youtube.com/watch?v=UExnJXoiXW8&t=1214s,Medicare for All
OLOGC/Boston Latin ST,vs,Marist VL,NDF 2020,Dubs,https://www.youtube.com/watch?v=MZJdCU8ioao&t=2574s,Medicare for All
,,,,,,
Chagrin Falls HM,vs,Campbell Hall ES,Nats 2020,Finals,:(   (link pending),Charter Schools benefit US education
Chagrin Falls HM,vs,Blake OP,Nats 2020,R16,https://www.youtube.com/watch?v=YbKu9i9ULzA,Charter Schools benefit US education
Chagrin Falls HM,vs,Acton Boxborough LM,Nats 2020,R15,https://www.youtube.com/watch?v=09xIOUrnzX8,Charter Schools benefit US education
Durham LH,vs,Campbell Hall ES,Nats 2020,R15,https://www.youtube.com/watch?v=7TtZAgFJgaM,Charter Schools benefit US education
St Michael's Albertville AS,vs,Campbell Hall ES,Nats 2020,R14,https://www.youtube.com/watch?v=wQIy3tpkoSM,Charter Schools benefit US education
Durham LH,vs,Acton Boxborough LM,Nats 2020,R14,https://www.youtube.com/watch?v=-tQ8S3B701M,Charter Schools benefit US education
Mira Loma SS,vs,Blake OP,Nats 2020,R14,https://www.youtube.com/watch?v=V13y8T5veAk,Charter Schools benefit US education
,,,,,,
Thomas S Wootton TZ,vs,Winston Churchill DH,Senior Open 2020,Finals,https://www.youtube.com/watch?v=e19cuWoCkuY,US Military Presence in Persian Gulf
,,,,,,
Saratoga (Delta) SS,vs,Coronado KW,Delta Challenge 2020,,https://www.youtube.com/watch?v=csAWgxIXO-s,US Military Presence in Persian Gulf
,,,,,,
Cinco Hall (PFA) TL,vs,Wootton Hall (PFA) ZD,PFA Demo Debate 2020,Demo,https://www.youtube.com/watch?v=sSha60VFy78&t=1917s,Charter Schools benefit US education
,,,,,,
Blake JS,vs,Westlake DL,TOC 2020 Gold,Finals,https://www.youtube.com/watch?v=r2GsiXSIqbA&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=2,US Military Presence in Persian Gulf
Blake JS,vs,Hawken EG,TOC 2020 Gold,Semis,(DDrills analysis here) youtube.com/watch?v=vs1DropkQBY&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=1,US Military Presence in Persian Gulf
Westlake DL,vs,Horace Mann MM,TOC 2020 Gold,Semis,https://www.youtube.com/watch?v=YP6ndXcgXiM&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=3,US Military Presence in Persian Gulf
Horace Mann MM,vs,Bethesda Chevy Chase GT,TOC 2020 Gold,Quarters,https://www.youtube.com/watch?v=xpNoRsDxioQ&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=11,US Military Presence in Persian Gulf
North Broward KP,vs,Hawken EG,TOC 2020 Gold,Quarters,https://www.youtube.com/watch?v=AAowDH8p0WY&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=12,US Military Presence in Persian Gulf
VIP BL,vs,Westlake DL,TOC 2020 Gold,Quarters,https://www.youtube.com/watch?v=yWTdqoeDAwY&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=13,US Military Presence in Persian Gulf
Blake JS,vs,Nueva RT,TOC 2020 Gold,Quarters,https://www.youtube.com/watch?v=18TxTJpD0fw&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=14,US Military Presence in Persian Gulf
Highland NS,vs,Horace Mann MM,TOC 2020 Gold,Octos,https://www.youtube.com/watch?v=dyxwj-TYJZU&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=9,US Military Presence in Persian Gulf
Mira Loma GS,vs,Westlake DL,TOC 2020 Gold,Octos,https://www.youtube.com/watch?v=A2kPnu5t_xc&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=15,US Military Presence in Persian Gulf
Acton Boxborough LM,vs,Blake JS,TOC 2020 Gold,Octos,https://www.youtube.com/watch?v=AED6y5AZWeI&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=16,US Military Presence in Persian Gulf
Fairmont GJ,vs,North Broward KP,TOC 2020 Gold,Octos,https://www.youtube.com/watch?v=0b86Po4_1cc&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=17,US Military Presence in Persian Gulf
Montgomery Blair JQ,vs,Bethesda Chevy Chase GT,TOC 2020 Gold,Octos,https://www.youtube.com/watch?v=aUcyftff5vw&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=18,US Military Presence in Persian Gulf
Hunter LT,vs,Hawken EG,TOC 2020 Gold,Octos,https://www.youtube.com/watch?v=aBAIwYarqQs&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=19,US Military Presence in Persian Gulf
Saratoga PS,vs,Nueva RT,TOC 2020 Gold,Octos,https://www.youtube.com/watch?v=1R2cO5Up-lE&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=20,US Military Presence in Persian Gulf
VIP BL,vs,Edina MZ,TOC 2020 Gold,Octos,https://www.youtube.com/watch?v=ElaQN-XW0BU&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=21,US Military Presence in Persian Gulf
Park City GW,vs,Horace Mann MM,TOC 2020 Gold,Runoff,https://www.youtube.com/watch?v=dedjKCDrMCk&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=10,US Military Presence in Persian Gulf
Bronx DG,vs,Bethesda Chevy Chase GT,TOC 2020 Gold,Runoff,https://www.youtube.com/watch?v=hN2ch-x82jA&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=8,US Military Presence in Persian Gulf
Saratoga PS,vs,Mira Loma SS,TOC 2020 Gold,Runoff,https://www.youtube.com/watch?v=-PrXWti7WNo&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=7,US Military Presence in Persian Gulf
University YP,vs,Edina MZ,TOC 2020 Gold,Runoff,https://www.youtube.com/watch?v=AdUwf8txXt0&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=6,US Military Presence in Persian Gulf
Hunter LT,vs,Campbell Hall ES,TOC 2020 Gold,Runoff,https://www.youtube.com/watch?v=ENZdhWxaTiY&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=5,US Military Presence in Persian Gulf
Winston Churchill DD,vs,Fairmont GJ,TOC 2020 Gold,Runoff,https://www.youtube.com/watch?v=p8xrgjMk69A&list=PL6xLHF4dYRIX5jgr09asbJq_2qJl4HiKf&index=4,US Military Presence in Persian Gulf
Blake JS,vs,Highland NS,TOC 2020 Gold,R7,https://www.youtube.com/watch?v=6tnHAp4slXs&feature=youtu.be&fbclid=IwAR1GZ2Ao-2I_TnoLcOn162w5wj0zB3Y9lBKeGIpbCIIlPMwTsmgDJemr6pg,US Military Presence in Persian Gulf
American Heritage RZ,vs,Charlotte Latin IS,TOC 2020 Gold,R7,https://www.youtube.com/watch?v=HAKL3SRnKAQ,US Military Presence in Persian Gulf
Walt Whitman DP,vs,Leland XK,TOC 2020 Gold,R6,https://www.youtube.com/watch?v=IdjWgZeRiFM&feature=youtu.be&fbclid=IwAR1Vg0UkWzk8a0Z9AuNUntdlYt-RaiNWbRbyY0hALhDwgwbCtZcH-2AVKHQ,US Military Presence in Persian Gulf
VIP BL,vs,North Broward KP,TOC 2020 Gold,R5,https://www.youtube.com/watch?v=7DpcWaYim8I,US Military Presence in Persian Gulf
VIP BL,vs,University YP,TOC 2020 Gold,R4,https://www.youtube.com/watch?v=BZrRTEFCawc,US Military Presence in Persian Gulf
Horace Mann MM,vs,Acton Boxborough CL,TOC 2020 Gold,R4,https://www.youtube.com/watch?v=9ARm_aflw0o,US Military Presence in Persian Gulf
Brentwood KN,vs,Westlake PW,TOC 2020 Gold,R4,https://www.youtube.com/watch?v=aBn1i6cfrwo,US Military Presence in Persian Gulf
Fort Lee PK,vs,Summit SS,TOC 2020 Gold,R4,https://www.youtube.com/watch?v=saBfOdDHlaw,US Military Presence in Persian Gulf
Winston Churchill DD,vs,Westlake DL,TOC 2020 Gold,R4,https://www.youtube.com/watch?v=AVAMqHH13NA,US Military Presence in Persian Gulf
Wayland WW,vs,Charlotte Latin IS,TOC 2020 Gold,R2,https://www.youtube.com/watch?v=hteuqNKbfeM,US Military Presence in Persian Gulf
Park City GW,vs,College Prep HN,TOC 2020 Gold,R2,https://www.youtube.com/watch?v=J0LH6jUTtBY,US Military Presence in Persian Gulf
Dalton YS,vs,Bronx DG,TOC 2020 Gold,R2,https://www.youtube.com/watch?v=isDbx0ChfQE,US Military Presence in Persian Gulf
Hawken EG,vs,Blake PW,TOC 2020 Gold,R2,https://www.youtube.com/watch?v=wvji1r7ztkE&feature=youtu.be,US Military Presence in Persian Gulf
Ridge RS,vs,Overlake IM,TOC 2020 Gold,R2,https://www.youtube.com/watch?v=7-lc75I7sQQ,US Military Presence in Persian Gulf
Saratoga PS,vs,American Heritage RZ,TOC 2020 Gold,R2,https://www.youtube.com/watch?v=EljyPseCSqQ,US Military Presence in Persian Gulf
Blake OP,vs,Westridge OW,TOC 2020 Gold,R2,https://www.youtube.com/watch?v=6lLqf6e-vCY,US Military Presence in Persian Gulf
Oakton YZ,vs,University MN,TOC 2020 Gold,R1,https://www.youtube.com/watch?v=7Tbw0YKmvaI,US Military Presence in Persian Gulf
Acton Boxborough NH,vs,NSU FR,TOC 2020 Gold,R1,https://www.youtube.com/watch?v=_6r6RlBqk8Y,US Military Presence in Persian Gulf
College Prep CZ,vs,Ridge RS,TOC 2020 Gold,R1,https://www.youtube.com/watch?v=cZu7N4a9y-g,US Military Presence in Persian Gulf
Mission San Jose CM,vs,Westborough SK,TOC 2020 Gold,R1,https://www.youtube.com/watch?v=7hUZqo2AtX4,US Military Presence in Persian Gulf
Montgomery Blair JQ,vs,Coronado WK,TOC 2020 Gold,R1,https://www.youtube.com/watch?v=3ZV91ltHoG0,US Military Presence in Persian Gulf
,,,,,,
Livingston SZ,vs,Foothill SZ,TOC 2020 Silver,Finals,https://www.facebook.com/watch/live/?v=224638358764460&ref=watch_permalink,US Military Presence in Persian Gulf
Archbishop Mitty KP,vs,Foothill SZ,TOC 2020 Silver,Semis,https://www.youtube.com/watch?v=f7jyvckX_c4,US Military Presence in Persian Gulf
Lambert TS,vs,Livingston SZ,TOC 2020 Silver,Semis,https://www.facebook.com/watch/live/?v=224638358764460&ref=watch_permalink,US Military Presence in Persian Gulf
Summit CY,vs,Livingston SZ,TOC 2020 Silver,Quarters,https://www.youtube.com/watch?v=23qHCWca5Zc&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=16,US Military Presence in Persian Gulf
Poly Prep MS,vs,Lambert TS,TOC 2020 Silver,Quarters,https://www.youtube.com/watch?v=7xwCsI9DlEY&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=15,US Military Presence in Persian Gulf
Lovejoy CM,vs,Archbishop Mitty KP,TOC 2020 Silver,Quarters,https://www.youtube.com/watch?v=wDU6I4y6yrI&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=14,US Military Presence in Persian Gulf
Foothill SZ,vs,Westfield MZ,TOC 2020 Silver,Quarters,https://www.youtube.com/watch?v=7LCyqCsoW2Q&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=13,US Military Presence in Persian Gulf
Lovejoy CM,vs,Lambert MS,TOC 2020 Silver,Octos,https://www.youtube.com/watch?v=tF8TTaVHV1Y,US Military Presence in Persian Gulf
Poly Prep MS,vs,Acton Boxborough LL,TOC 2020 Silver,Octos,https://www.youtube.com/watch?v=K5PBvtN1mnk,US Military Presence in Persian Gulf
Summit CY,vs,Blake ES,TOC 2020 Silver,Octos,https://www.youtube.com/watch?v=v6iOZ5t11tY,US Military Presence in Persian Gulf
St Michael Albertville AS,vs,Foothill SZ,TOC 2020 Silver,Octos,https://www.youtube.com/watch?v=DH8v1vx2i2c,US Military Presence in Persian Gulf
BASIS Sillicon Valley AV,vs,Lambert TS,TOC 2020 Silver,Octos,https://www.youtube.com/watch?v=GNLyAzeGHao,US Military Presence in Persian Gulf
University Irvine GM,vs,Livingston SZ,TOC 2020 Silver,Octos,https://www.youtube.com/watch?v=ylafaplpJ54,US Military Presence in Persian Gulf
Newton South GK,vs,Westfield MZ,TOC 2020 Silver,Octos,https://www.youtube.com/watch?v=_6wSbRDssmI&t=557s,US Military Presence in Persian Gulf
Newton South GK,vs,Timber Creek PL,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=qBxXFPcxwG8,US Military Presence in Persian Gulf
Archbishop Mitty KP,vs,Centennial BW,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=jgwPDLIob04,US Military Presence in Persian Gulf
Poly Prep MS,vs,Winston Churchill DM,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=SnxQIycDl5c,US Military Presence in Persian Gulf
Lambert TS,vs,Brentwood MT,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=p1FbQHL_NL4,US Military Presence in Persian Gulf
Plano West CK,vs,Blake ES,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=cSxg5uL7mVg,US Military Presence in Persian Gulf
Archbishop Mitty BS,vs,Lambert MS,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=gdBm7S-nQTM,US Military Presence in Persian Gulf
Acton Boxborough LL,vs,Bronx MR,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=GrIcXiz3Yn4&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=17,US Military Presence in Persian Gulf
Freehold Township GT,vs,Lovejoy CM,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=m4z79KhWyuo&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=20,US Military Presence in Persian Gulf
Livingston RS,vs,St Michael Albertville AS,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=yh-9E0k1R9g&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=22,US Military Presence in Persian Gulf
Livingston SZ,vs,Richard Montgomery SW,TOC 2020 Silver,Runoff,https://www.youtube.com/watch?v=5WklTeJpw2A&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=23,US Military Presence in Persian Gulf
,,,,,,
BC Academy FT,vs,Taipei American CS,TOC 2020 IPF,Finals,https://www.youtube.com/watch?v=Mc2znJ1zOn8&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=2,US Military Presence in Persian Gulf
Taipei American CS,vs,VDA LS,TOC 2020 IPF,Semis,https://www.youtube.com/watch?v=BKH1QNEJ80c&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=3,US Military Presence in Persian Gulf
BC Academy FT,vs,VDA LW,TOC 2020 IPF,Semis,https://www.youtube.com/watch?v=9aueEn9mrFM&list=PL6xLHF4dYRIVP77B2JPrj9m_CebugUotA&index=4,US Military Presence in Persian Gulf
,,,,,,
Strake CW,vs,Anderson BC,TFA State 2020,Quarters,https://www.youtube.com/watch?v=p83RH_otQ6g,Nuclear Energy
,,,,,,
Edina JW,vs,Nueva RT,Berkeley 2020,Quarters,https://www.youtube.com/watch?v=TVq2yvA3ziM&t=1472s,UBI vs MTW
Anderson BC,vs,Fairmont BR,Berkeley 2020 ,R5,https://www.youtube.com/watch?v=aR6lOlwaLnw&t=778s,UBI vs MTW
,,,,,,
Plano West NY,vs,Thomas S Wootton TZ,Harvard 2020,Finals,https://www.youtube.com/watch?v=9tREemyPwyg,UBI vs MTW
Bridgewater IC,vs,Edgemont KS,Harvard 2020,Octos,https://www.youtube.com/watch?v=cc7Q5y6XTMk&t=55s,UBI vs MTW
,,,,,,
Nueva RT,vs,College Prep HN,California RR 2020,,https://www.youtube.com/watch?v=NyEwbQf5f8k,UBI vs MTW
Saratoga PS,vs,Nueva RT,California RR 2020,,https://www.youtube.com/watch?v=0mjSoNVWwYQ&t=446s,UBI vs MTW
Mira Loma GS,vs,Edina JW,California RR 2020,,https://www.youtube.com/watch?v=_QG6U3RgLgw&t=1463s,UBI vs MTW
,,,,,,
Lake Highland SK,vs,Nueva RT,Stanford 2020 ,Semis,https://www.youtube.com/watch?v=K9WXQqSS_o0,UBI vs MTW
Lake Highland SK,vs,Strake GB,Stanford 2020,Quarters,https://drive.google.com/open?id=1UG5QrQ6xDpSyj70gA0pKXsxLvVVkjGa7,UBI vs MTW
,,,,,,
Acton Boxborough NH,vs,Ridge RS,UPenn 2020,Finals,https://www.youtube.com/watch?v=E6zoqh9GA-k&t=1093s,UBI vs MTW
,,,,,,
Saratoga AS,vs,Dougherty Valley KP,Golden Desert 2020,Finals,https://www.youtube.com/watch?v=Ber0oscWuT8,UBI vs MTW
,,,,,,
Cinco Ranch RT,vs,Strake AJ,Emory 2020,Finals,https://www.youtube.com/watch?v=Z8GiPKNUmSQ&t=1974s,Sanctions on Venezuela
Cinco Ranch RT,vs,North Broward KP,Emory 2020,Semis,https://www.youtube.com/watch?v=cCyao3kHxVM&t=100s,Sanctions on Venezuela
Strake AJ,vs,Thomas S Wootton TZ,Emory 2020,Quarters,https://www.youtube.com/watch?v=6FNEzAZVjHE,Sanctions on Venezuela
Durham KO,vs,Bronx OS,Emory 2020,Octos,https://www.youtube.com/watch?v=2heMIDNtYeI,Sanctions on Venezuela
Cinco Ranch RT,vs,St Mary's Hall ST,Emory 2020,Octos,https://www.youtube.com/watch?v=vEjMjW1xKSM&t=2523s,Sanctions on Venezuela
,,,,,,
Brentwood KN,vs,Marist SV,Ivy Street RR 2020,,https://www.youtube.com/watch?v=ffhMEglfD6w,Sanctions on Venezuela
Brentwood KN,vs,Fairmont BR,Ivy Street RR 2020,,https://www.youtube.com/watch?v=4YiWi6nZtLU&t=1415s,Sanctions on Venezuela
,,,,,,
Strake AJ,vs,University MN,Durham 2020,Octos,https://www.youtube.com/watch?v=S4TWrjsZXSU&t=1544s,Sanctions on Venezuela
,,,,,,
Strake CW,vs,Durham LH,ASU 2020,Dubs,https://www.youtube.com/watch?v=Ch6AgmiheGk,Sanctions on Venezuela
,,,,,,
Cinco Ranch RT,vs,VIP BL,Strake RR 2019,,https://www.youtube.com/watch?v=LhdkE4ht6No&t=1103s,Sanctions on Venezuela
,,,,,,
North Broward KP,vs,St Michael Albertville AS,Blake RR 2019,,https://www.youtube.com/watch?v=gSihxujuWEA,Sanctions on Venezuela
Poly Prep LM,vs,Blake JS,Blake RR 2019,,https://drive.google.com/open?id=11OHhghFtW4W8sbijMwKIDJ526gP9vDCi,Sanctions on Venezuela
,,,,,,
Blake JS,vs,University KK,Blake 2019,Finals,(DDrills Analysis here) https://www.youtube.com/watch?v=BRyse9mvMO4,Sanctions on Venezuela
Hackley YK,vs,Blake JS,Blake 2019,Semis,https://drive.google.com/open?id=1DwZY55uHmQo5iuYUwBkugJo9LOTRUbhe,Sanctions on Venezuela
Blake JS,vs,Horace Mann MM,Blake 2019,Quarters,https://drive.google.com/open?id=18mlVPQiHhva-WmX0qAMkyB1SOqGY8Ts0,Sanctions on Venezuela
Marist SV,vs,University KK,Blake 2019,Quarters,https://drive.google.com/open?id=11AGC1g8fmDDGrh26M6477FbLXJRyXi72,Sanctions on Venezuela
Hackley YK,vs,Edina ZJ,Blake 2019,Quarters,"Part 1, Part 2",Sanctions on Venezuela
Ridge RS,vs,Blake JS,Blake 2019,Octos,https://drive.google.com/open?id=1pQVCxT_2vXKLDjTHmeZO8sNVXWLXAdKF,Sanctions on Venezuela
University KK,vs,Wayland WW,Blake 2019,Octos,https://drive.google.com/open?id=1nBrhS7mJ_-UWGViddmCAoJ0FVmi5LM1m,Sanctions on Venezuela
Stuyvesant LS,vs,Marist SV,Blake 2019,Octos,"Part 1, Part 2",Sanctions on Venezuela
Edina ZJ,vs,Montgomery Blair JQ,Blake 2019,Dubs,https://drive.google.com/open?id=1BmeQqrEmuNStJZRwM6D8r-h1rsKGQmnO,Sanctions on Venezuela
Wayland GZ,vs,Blake JS,Blake 2019,Dubs,https://drive.google.com/open?id=1aoEogp-47qdyX_yfNrbOsbY1eP9LsUIJ,Sanctions on Venezuela
Wayland WW,vs,Horace Mann MM,Blake 2019,R4,,Sanctions on Venezuela
,,,,,,
Bronx OS,vs,Acton Boxborough LM,Princeton 2019,Finals,https://www.youtube.com/watch?v=Jq9r1bLsN7Q&t=18s,OCOs
Acton Boxborough LM,vs,Hackley YK,Princeton 2019,Octos,https://www.youtube.com/watch?v=0dCrvy3CJyQ&t=1966s,OCOs
,,,,,,
North Allegheny AN,vs,Durham LH,GMU 2019,Quarters,https://drive.google.com/open?id=1wCxg0Q1jc6BNWAlXLctSEhxx1VcpOJdq,OCOs
,,,,,,
Cinco Ranch RT,vs,Strake KD,University of Texas 2019,Quarters,https://www.youtube.com/watch?v=-KxewwKAC1U&t=753s,OCOs
,,,,,,
Blake JS,vs,Fairmont GJ,Glenbrooks 2019,Finals,https://www.youtube.com/watch?v=zOG7G_yg7Qo,OCOs
Bronx OS,vs,Blake JS,Glenbrooks 2019,Semis,https://drive.google.com/open?id=1M0IxNxFrHAgPtHt1EVqLY92_13VrRBk0,OCOs
Edina JW,vs,Bronx OS,Glenbrooks 2019,Octos,https://drive.google.com/open?id=1Jo75Kl_edNF_TY5HJeKcKe7UOYIo0iC7,OCOs
Edgemont KS,vs,Westridge BM,Glenbrooks 2019,Dubs,https://www.youtube.com/watch?v=FO06vdGoCM0,OCOs
Edina JW,vs,Westwood LR,Glenbrooks 2019,Dubs,https://drive.google.com/open?id=11xzI5-CyetSL9Wq2ZdeeqrdTP_VCP8-Q,OCOs
,,,,,,
Strake AJ,vs,Clements CH,Katy Taylor 2019,Semis,https://www.youtube.com/watch?v=089MfLb-3T0,OCOs
,,,,,,
Blake PS,vs,Edina MZ,Apple Valley 2019,Finals,https://www.youtube.com/watch?v=tZqwy1EhBI0&t=12s,OCOs
Saratoga RS,vs,Ravenwood BJ,Apple Valley 2019,Octos,https://www.youtube.com/watch?v=-ZPxptVvbdY&t=1439s,OCOs
,,,,,,
Mira Loma SS,vs,Oak Valley VL,University of the Pacific 2019,Finals,https://www.youtube.com/watch?v=rOiSwA8-gEQ&t=706s,OCOs
,,,,,,
Lake Highland SK,vs,North Broward KP,Blue Key 2019,Finals,https://www.youtube.com/watch?v=roGMqV2y3Ug&t=1134s,OCOs
Cypress Bay NS,vs,Westlake DL,Blue Key 2019,Quarters,https://www.youtube.com/watch?v=67Y7FnnM1kU&t=276s,OCOs
Boca Raton LL,vs,Lake Highland SK,Blue Key 2019,Octos,https://www.youtube.com/watch?v=rwOBS9KqKzE,OCOs
,,,,,,
Montgomery Blair JQ,vs,Thomas S. Wootton TZ,Capitol Beltway 2019,Finals,https://www.youtube.com/watch?v=Ku_RjjQnfOA,
,,,,,,
Cinco Ranch RT,vs,VIP BL,Bronx 2019,Finals,https://www.youtube.com/watch?v=RadFikr5sSM,EU join BRI
VIP BL,vs,University KK,Bronx 2019,Semis,https://www.youtube.com/watch?v=CNKKYA5KiO4,EU join BRI
Plano West AW,vs,Oakton YZ,Bronx 2019,Trips,https://www.youtube.com/watch?v=STRKLXXVt_o&t=205s,EU join BRI
,,,,,,
Campbell Hall DL,vs,Hunter XB,Yale 2019,Finals,https://www.youtube.com/watch?v=wwBWNFRX0rM,EU join BRI
Campbell Hall DL,vs,Los Altos LR,Yale 2019,Semis,https://drive.google.com/open?id=1ir2hM5ZvDPiYV7ImieLYwTQO1IFb9dHf,EU join BRI
Acton Boxborough NH,vs,Hunter XB,Yale 2019,Quarters,https://drive.google.com/open?id=1IouskRT1IzSHcAzlQm4P4k6cFEECRIRx,EU join BRI
